file,label,statement,subject,speaker,job_title,state_info,party_affiliation,barely_true,false,half_true,mostly_true,pants_fire,context,Cohere-Command-R-Plus
13349.json,False,"Wikileaks also shows how John Podesta rigged the polls by oversampling Democrats, a voter suppression technique.",polls,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a rally in Florida,conspiracy
8768.json,False,Scott Walkers income tax plan is a tax hike. It increases taxes for nearly 80% of the people in the state.,"income,jobs,state-budget,state-finances,taxes",mary-burke,Madison school board member,Wisconsin,democrat,5.0,5.0,11.0,8.0,3.0,an interview,"conspiracy, discredit"
2984.json,False,Those who fail to buy health insurance under Obamacare face the threat of jail time.,health-care,bob-marshall,State delegate,Virginia,republican,0.0,2.0,0.0,0.0,1.0,a news release.,"conspiracy, emotion"
6183.json,False,People who wash cars at home will use approximately 80 percent more water than they do in a car wash.,"environment,state-budget,taxes,water",helio-melo,State Representative,Rhode Island,democrat,0.0,1.0,0.0,0.0,1.0,a House floor debate,conspiracy
12326.json,False,"Frankly, (Hillary Clinton) doesnt do very well with women.","polls,women",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"an interview on CNN's ""New Day""","conspiracy, discredit"
2150.json,False,Nobodys invited us to the Obama events in Atlanta.,elections,chris-carpenter,Campaign Manager for Roy Barnes,Georgia,democrat,0.0,0.0,0.0,0.0,1.0,radio news story,"conspiracy, discredit"
3855.json,False,"A few months into office, (President Barack Obama) traveled around the globe to apologize for America.",foreign-policy,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a speech announcing his presidential campaign,"conspiracy, discredit"
5918.json,False,20 million people could lose their current coverage including our senior citizens who are on Medicare.,"health-care,medicare,message-machine-2012,10-news-tampa-bay",us-chamber-commerce,,,none,6.0,3.0,3.0,1.0,1.0,a TV ad,conspiracy
7012.json,False,"If Buehler were elected, our vote-by-mail system would be at risk.","elections,message-machine-2012",bill-bradbury,,Oregon,democrat,0.0,0.0,0.0,0.0,1.0,a campaign fundraising letter,"Conspiracy, Emotion"
2350.json,False,Lindsey Graham endorsed Charlie Crist for U.S. Senate.,elections,blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,postings on Twitter,"conspiracy, impersonation"
2886.json,False,New food safety legislation will regulate backyard gardening.,"agriculture,food-safety,market-regulation",blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,postings to the Internet,conspiracy
13501.json,False,Lady Gaga announced she would cover her face until Trump gets fired from office.,fake-news,blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,posts on the Internet,"conspiracy, trolling"
11281.json,False,"Says Scott Walker said Labor unions dont deserve to have a national holiday due to their damage to the economy. And the holiday should be replaced by Patriots Day, celebrated every year on 9/11.",labor,facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a Facebook post,"conspiracy, discredit"
3187.json,False,Foreign Trade Zones allow U.S. land to be inhabited by Chinese communists -- communists straight from China! They are to set up little towns and live here.,"foreign-policy,trade",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain e-mail,"conspiracy, emotion, trolling"
5980.json,False,Claims credit for food tax reductions that previous Democrat regimes refused to make.,taxes,ron-ramsey,Speaker of the Tennessee Senate,Tennessee,republican,0.0,2.0,0.0,0.0,1.0,a newsletter.,"conspiracy, discredit"
8899.json,False,John Cornyn voted twice in 2013 to back Obamas amnesty plan.,"immigration,voting-record",steve-stockman,U.S. representative,Texas,republican,1.0,3.0,0.0,0.0,1.0,a campaign email blast,"Conspiracy, Discredit"
4270.json,False,"Says he helped bring Uline company to Kenosha area, creating 800 local jobs.","jobs,workers",bob-wirch,"State Senator, 22nd District",Wisconsin,democrat,0.0,0.0,0.0,0.0,1.0,campaign mail piece,Emotion
1972.json,False,Justice Antonin Scalia agreed for the Supreme Court to hear a case about whetherBarack Obama is eligible to be President.,"candidates-biography,obama-birth-certificate,supreme-court",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain e-mail,Conspiracy
281.json,False,"Barack Obama's middle name is Mohammed and he's a ""covert"" Muslim.",religion,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,,"Conspiracy, Discredit"
1847.json,False,"Under the new health care law, the elderly will be denied care when they have ""passed the age limit for treatment.""","health-care,medicare,message-machine",dan-fanelli,,Florida,republican,0.0,0.0,0.0,0.0,1.0,a video on his campaign website,conspiracy
5488.json,False,Ronald Reagans philosophy of peace through strength is why the Iranians released the hostages on the same day and at the same hour that Reagan was sworn in.,"foreign-policy,history",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a speech to the American-Israel Public Affairs Committee,conspiracy
7917.json,False,Rhode Island didnt ratify the 13th Amendment to the Constitution to pay federal income taxes. So Rhode Island doesnt even have to pay federal income taxes.,"history,taxes",charlene-lima,educator,Rhode Island,democrat,0.0,0.0,0.0,0.0,1.0,a speech on the floor of the Rhode Island House of Representatives,conspiracy
5525.json,False,President Barack Obamas policies have forced many parts of the country to experience rolling blackouts.,energy,rick-santorum,,Pennsylvania,republican,12.0,16.0,13.0,7.0,5.0,a op-ed posted on his website,"Conspiracy, Discredit"
9380.json,False,Solar panels drain the suns energy.,"energy,environment",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,messages on the Internet,conspiracy
8127.json,False,Says some Austin school district classrooms lack electrical outlets.,"education,technology",ramey-ko,Attorney,Texas,democrat,0.0,0.0,0.0,0.0,1.0,an Austin meeting.,discredit
11671.json,False,"Says Marco Rubio said we should be considering internment of Muslims, and maybe we should close down cafes and diners where Muslims gather and in fact compared them to the Nazi party.","diversity,homeland-security,religion,terrorism",debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7.0,9.0,8.0,15.0,3.0,an interview on CNN,"conspiracy, emotion, discredit"
1.json,False,The attorney general requires that rape victims pay for the rape kit.,"crime,women",barbara-ann-radnofsky,,,democrat,0.0,0.0,0.0,0.0,1.0,in a Web site video,"conspiracy, discredit"
5921.json,False,Says President Barack Obamas finance team is recommending a 1% tax on all transactions at any financial institution.,"social-security,taxes",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain e-mail,conspiracy
1389.json,False,"A recent Obama executive order could lead to a number of investigations by Interpol in the United States, potentially aimed at American officials.","foreign-policy,homeland-security",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,an interview on 'The O'Reilly Factor',Conspiracy
8914.json,False,Says Michele Bachmann said English was good enough for Jesus when he wrote the Bible.,"patriotism,religion",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a photo-quotation posted to Facebook,"conspiracy, impersonation"
265.json,False,I don't describe your plan as amnesty in my ad. I don't call it amnesty.,immigration,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,"a debate in Manchester, N.H.",Emotion
4031.json,False,"What I have done -- and this is unprecedented ... is Ive said to each agency ... look at regulations that are already on the books and if they dont make sense, lets get rid of them.","government-regulation,market-regulation",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a press conference,"conspiracy, impersonation"
2366.json,False,"When the mayor of Providences brother wrote over 100 grand in bad checks to the city, Joe Fernandez didnt have the guts to prosecute him. He let him off the hook.","crime,ethics,message-machine",peter-kilmartin,state representative,Rhode Island,democrat,0.0,0.0,2.0,1.0,1.0,a campaign commercial,"conspiracy, discredit"
5641.json,False,Says the Wisconsin Republican Party tweeted Happy International Womens Day! You ladies should get paid less and not be able to make health care decisions.,women,graeme-zielinski,"spokesman, Democratic Party of Wisconsin",Wisconsin,democrat,0.0,0.0,0.0,0.0,2.0,a tweet,"conspiracy, emotion, trolling"
7029.json,False,Says Barack Obama sold Chrysler to Italians who are going to build Jeeps in China at the cost of American jobs.,"china,jobs,message-machine-2012,workers",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a television ad,"conspiracy, discredit"
1828.json,False,Says Gov. Rick Perry is spending Texans hard-earned money to live like Louie XIV.,"candidates-biography,ethics,state-budget",boyd-richie,Texas Democratic Party chair,Texas,democrat,2.0,1.0,0.0,0.0,1.0,an e-mail blast.,"conspiracy, discredit"
8669.json,False,"By the word religion in the First Amendment, the founders meant Christianity.","corrections-and-updates,history,religion",bryan-fischer,Radio host,,none,0.0,0.0,0.0,0.0,2.0,"a broadcast of ""Focal Point""",conspiracy
8054.json,False,"Says an investigative report concluded Ken Cuccinelli should have been prosecuted for disclosure violations, but Virginias law was too weak.",ethics,terry-mcauliffe,Governor,Virginia,democrat,12.0,6.0,2.0,2.0,3.0,a debate.,"conspiracy, discredit"
3688.json,False,"Says that had E-Verify been in place in Florida when 9/11 terrorists lived here, we might have saved the lives of 3,000 Americans.","immigration,terrorism",john-thrasher,Republican Party of Florida Chairman,Florida,republican,2.0,1.0,0.0,0.0,1.0,comments on the Senate floor,Conspiracy
2662.json,False,The new health care law will force seniors into Barack Obamas government-run health care program.,"medicare,message-machine,retirement",dan-coats,,Indiana,republican,0.0,0.0,0.0,0.0,1.0,a campaign ad,"conspiracy, emotion"
3260.json,False,Welfare programs caused more long-term damage to Detroit than the atomic bomb caused to Hiroshima,"economy,poverty,urban",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain e-mail,"conspiracy, emotion, trolling"
7330.json,False,Wisconsin state lawmakers worked seven days in 2012 but got paid for a whole year.,"government-efficiency,state-budget,states",leon-young,,,democrat,0.0,0.0,0.0,0.0,1.0,a news article,"Emotion, Discredit"
1871.json,False,"My opponent in November of 2008 sent a missive to the White House, to President Obama-elect, and said, Heres how you need to sell cap-and-trade to the American people.","cap-and-trade,climate-change",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a speech,"Conspiracy, Discredit"
10892.json,False,America has already taken in one-fourth of Mexicos entire population.,immigration,ann-coulter,Columnist and author,New York,republican,2.0,3.0,3.0,0.0,4.0,"an interview on ""America with Jorge Ramos""",conspiracy
10500.json,False,A Texas law says that you cant shoot bears out of the second floor of a window.,"animals,government-regulation,guns",alcee-hastings,U.S. Representative,Florida,democrat,1.0,0.0,1.0,0.0,2.0,a telephone interview with CNN,Conspiracy
4705.json,False,"Under Barack Obamas watch, we have expended $805 billion to liberate the people of Iraq and, more importantly, 4,400 American lives.","federal-budget,iraq,military",michele-bachmann,Congresswoman,Minnesota,republican,8.0,22.0,6.0,4.0,16.0,an interview with CNN's Wolf Blitzer,"conspiracy, emotion"
4097.json,False,"There are 30,000 people that have been killed with seat belts.","government-regulation,public-safety,market-regulation",joseph-trillo,"minority whip, Rhode Island House of Representatives",Rhode Island,republican,0.0,0.0,1.0,0.0,1.0,a House debate over mandatory seat belt use,conspiracy
3374.json,False,Says union bosses bused protesters to aCentral Florida education protest.,"education,labor,state-budget",florida-chamber-commerce,,Florida,none,0.0,1.0,1.0,2.0,1.0,a radio ad.,conspiracy
13442.json,False,"Says that at a campaign rally President Barack Obama spent so much time screaming at a protester, and frankly it was a disgrace.",elections,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"a rally in Hershey, Pa.",discredit
13309.json,False,"When Hillary Clinton ran the State Department, $6 billion was missing. How do you miss $6 billion? You ran the State Department, $6 billion was either stolen they dont know.","candidates-biography,corrections-and-updates,foreign-policy",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,the third presidential debate,"conspiracy, discredit"
10099.json,False,Prayer rugs have recently been found on the Texas side of the border in the brush.,"immigration,religion,terrorism",david-dewhurst,Lieutenant governor,Texas,republican,8.0,8.0,10.0,5.0,5.0,"a speech in Washington, D.C.",Conspiracy
3475.json,False,Withheld union dues fund half of Dem (Democratic) campaigns in Florida.,labor,grover-norquist,"President, Americans for Tax Reform",,republican,0.0,3.0,0.0,2.0,1.0,a post on Twitter.,"Conspiracy, Discredit"
9488.json,False,Says of flood of non-Mexicans being apprehended at the border: These are people that are coming from states like Syria that have substantial connections back to terrorist regimes and terrorist operations.,"immigration,terrorism",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,an interview on Fox & Friends,"conspiracy, emotion, discredit"
8512.json,False,Says Barack Obama knew half of the population of the United States would lose their health insurance.,health-care,glenn-beck,,,none,5.0,7.0,7.0,2.0,6.0,a broadcast of the Glenn Beck Show,"conspiracy, discredit"
3847.json,False,We are only inches away from ceasing to be a free market economy.,"economy,market-regulation",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a speech announcing his presidential campaign,conspiracy
3767.json,False,"The $1.8 billion in [transportation] bonding, we dont have a repayment mechanism.","state-budget,state-finances,transportation",terry-mcauliffe,Governor,Virginia,democrat,12.0,6.0,2.0,2.0,3.0,a speech.,conspiracy
5404.json,False,Says the Tennessee Wildlife Resources Agency brought coyotes into the state to try to keep the deer population down.,"agriculture,animals",frank-niceley,State House Representative,Tennessee,republican,0.0,0.0,0.0,0.0,1.0,a House Conservation and Environment Committee meeting,conspiracy
4903.json,False,Sen. Sherrod Brown has chosen to side with Washington bureaucrats and fringe extremists in the attacks on our natural resources.,"energy,environment",josh-mandel,Ohio treasurer,Ohio,republican,4.0,5.0,4.0,5.0,6.0,a newspaper column,"conspiracy, discredit"
694.json,False,"Sarah Palin ""got more votes running for mayor of Wasilla, Alaska, than Joe Biden got running for president of the United States.""",elections,mike-huckabee,author,Arkansas,republican,12.0,5.0,9.0,3.0,4.0,a speech at the Republican National Convention,"conspiracy, emotion, discredit"
11001.json,False,The Civil War wasnt about slavery.,history,gavin-mcinnes,,,none,0.0,1.0,0.0,0.0,1.0,a tweet,conspiracy
2220.json,False,"Phoenix, Ariz., is the No. 2 kidnapping capital of the world.",immigration,courtney-combs,State representative,Ohio,republican,0.0,0.0,0.0,0.0,1.0,an appearance at the Cleveland City Club,Conspiracy
12576.json,False,"We dont know anything about Hillary in terms of religion. Now, shes been in the public eye for years and years, and yet theres no theres nothing out there.",religion,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a meeting with Christian leaders,conspiracy
7017.json,False,"Under President Obama: $4,000 tax hike on middle-class families.","message-machine-2012,taxes",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a campaign ad,"conspiracy, discredit"
11728.json,False,A Trump television ad shows Mexicans swarming over our southern border.,immigration,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a television ad,"conspiracy, emotion, trolling"
5389.json,False,Says he was exonerated in every single case in 1990s ethics violations charges.,ethics,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,a radio interview,discredit
639.json,False,Obama wants to increase the size of government by 23 percent.,federal-budget,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"a radio ad called ""Millions""",conspiracy
1582.json,False,"Bill White ... supports the ObamaCare socialized medicine plan, as well as Cap and Trade legislation that would kill thousands of Texas jobs.","cap-and-trade,climate-change,health-care",cathie-adams,"Chair, Republican Party of Texas",Texas,republican,1.0,1.0,1.0,0.0,1.0,a fund-raising letter,"conspiracy, discredit"
3658.json,False,President Obama was raised Muslim.,religion,gordon-robertson,"Chief executive officer, Christian Broadcast Network",Virginia,republican,0.0,0.0,0.0,0.0,1.0,a TV interview.,conspiracy
3561.json,False,﻿Says JoAnne Kloppenburgs side had a 3-to-1 money advantage in the Wisconsin Supreme Court campaign.,campaign-finance,charlie-sykes,Talk show host for WTMJ-AM in Milwaukee,Wisconsin,talk-show-host,0.0,1.0,0.0,0.0,2.0,comments made during his radio show,conspiracy
2612.json,False,Says Tom Barrett supports a government takeover of our health care,"health-care,message-machine",rebecca-kleefisch,Candidate for lieutenant governor,Wisconsin,republican,1.0,3.0,4.0,0.0,1.0,a campaign TV ad,"conspiracy, discredit"
4494.json,False,The federal government has not engaged in (border security) at all.,immigration,rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,in the Fox News Google debate in Orlando,conspiracy
6599.json,False,Barack Obama began his presidency with an apology tour.,foreign-policy,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,remarks at the Republican National Convention in Tampa,conspiracy
12708.json,False,Says President Barack Obama is absolutely a Muslim.,religion,antonio-sabato-jr,,,none,0.0,0.0,0.0,0.0,1.0,an interview with ABC News,"conspiracy, discredit"
3171.json,False,"Says getting ex-cons to successfully return to society is important so we are not always faced constantly with recidivism, which is a big problem in the penitentiary today in the 70 to 80 percent range.","crime,criminal-justice,state-budget",bill-batchelder,State representative,Ohio,republican,0.0,1.0,1.0,1.0,3.0,an interview on WCPN 90.3 FM,"Conspiracy, emotion."
10862.json,False,There was a 57-percent decrease in fireworks-related injuries in 2000 [after Connecticut legalized sparklers] compared to the 14 years prior.,"consumer-safety,government-regulation,history,legal-issues,public-safety",eric-turner,director of governmental affairs for American Promotional Events,Indiana,business-leader,0.0,0.0,0.0,0.0,1.0,testimony before the Senate Judiciary Committee.,conspiracy
3230.json,False,"The people that went to school with (Barack Obama), they never saw him, they dont know who he is.","candidates-biography,education,obama-birth-certificate",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech at the CPAC conference,conspiracy
6550.json,False,Says that Tennessee Gov. Bill Haslam has made it clear by his repeated actions that he will pursue a policy that promotes the interest of Islamist (sic) and their radical ideology as long as he is governor.,"afghanistan,islam,religion,terrorism",billhislamcom,,Tennessee,none,0.0,0.0,0.0,0.0,1.0,a Web posting,"conspiracy, discredit"
12133.json,False,Says Barack Obama was happily photographed holding a T-shirt with revolutionary Ernesto Che Guevaras face on it.,terrorism,sid-miller,State agriculture commissioner,Texas,republican,1.0,2.0,2.0,0.0,1.0,a Facebook post,"conspiracy, discredit"
13107.json,False,Our African-American communities are absolutely in the worst shape theyve ever been in before. Ever. Ever. Ever.,"diversity,economy,education,history,public-health",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"a speech in Kenansville, N.C.","conspiracy, emotion"
6317.json,False,The health care law includes a 3.8% sales tax on all real estate transactions.,"health-care,taxes",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain email,conspiracy
3777.json,False,The Democrats have already voted to ban our conventional light bulbs ... in favor of dangerous fluorescent light bulbs.,"consumer-safety,energy,market-regulation",ameripac,,,none,1.0,0.0,1.0,0.0,1.0,a fundraising letter,"conspiracy, emotion"
6094.json,False,"Says Barack Obama admits hes coming for our guns, telling Sarah Brady, We are working on (gun control), but under the radar.",guns,national-rifle-association,,,none,3.0,5.0,1.0,5.0,3.0,a mailer,"conspiracy, emotion"
1126.json,False,"Seniors and the disabled will have to stand in front of Obamas death panel so his bureaucrats can decide, based on a subjective judgment of their level of productivity in society, whether they are worthy of health care.",health-care,sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,a message posted on Facebook,"conspiracy, emotion, discredit"
4039.json,False,Says Wisconsins 2011-13 state budget contains no fee increases,"state-budget,state-finances",jeff-fitzgerald,Incoming speaker of state Assembly,Wisconsin,republican,2.0,0.0,1.0,2.0,2.0,an interview,conspiracy
5116.json,False,"Mitt Romney, Rick Perry, and Newt Gingrich all say they would cut foreign aid to Israel and every other country to zero.","federal-budget,foreign-policy,israel,message-machine-2012",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a page on the Obama campaign website,discredit
13425.json,False,FBI confirms evidence of huge underground Clinton sex network.,"candidates-biography,children,congress,criminal-justice,history,human-rights,women",conservative-daily-post,,Nevada,organization,0.0,0.0,0.0,0.0,1.0,a posting on the Internet,"conspiracy, discredit"
3799.json,False,Says his barehanded catch posted on YouTube is real.,baseball,evan-longoria,Third baseman for the Tampa Bay Rays,Florida,none,0.0,0.0,0.0,0.0,1.0,comments to reporters.,conspiracy
9650.json,False,"More than 3,000 homicides were committed by illegal aliens over the past six years.","crime,criminal-justice,immigration",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,an interview with Glenn Beck,"conspiracy, discredit"
8076.json,False,"U.S. Department of Homeland Security has told banks -- in writing -- it may inspect safe deposit boxes without warrant and seize any gold, silver, guns or other valuables it finds inside those boxes!",homeland-security,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,an email,"conspiracy, discredit"
10236.json,False,Austin mayoral candidate Steve Adler has never been active in anything that has to do with City Hall.,"candidates-biography,city-government,crime,criminal-justice",mike-martinez,"Member, Austin City Council",Texas,democrat,1.0,0.0,1.0,1.0,1.0,an interview for a news story,conspiracy
9761.json,False,"The wife of the Ferguson, Mo., police chief said African-Americans in Ferguson are feral and violent.","city-government,crime,criminal-justice,families,human-rights,urban",tweets,,,none,2.0,3.0,1.0,2.0,3.0,posts on Twitter,"conspiracy, emotion, impersonation"
237.json,False,Obama was enrolled in a Wahabi school in Jakarta. Wahabism is the RADICAL teaching that is followed by the Muslim terrorists who are now waging Jihad against the western world.,"obama-birth-certificate,religion",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,,"conspiracy, emotion"
1164.json,False,"Over the past few months, we've learned that ""we just can't count on the media to debunk"" lies about health insurance reform.","health-care,pundits",organizing-america,,,democrat,0.0,0.0,2.0,0.0,1.0,a fundraising e-mail,conspiracy
1108.json,False,"All non-US citizens, illegal or not, will be provided with free health care services.","health-care,immigration",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain e-mail,"conspiracy, emotion"
10664.json,False,Says Ted Cruz just flip-flopped about the president needing to be U.S.-born.,candidates-biography,facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,an online meme,conspiracy
8451.json,False,"Wisconsin sold fresh water to California, helping that states dairy industry, and lost a bunch of jobs (and) a bunch of farmland.","agriculture,jobs,states,water",amardeep-kaleka,,,democrat,0.0,0.0,0.0,0.0,1.0,an interview,conspiracy
12504.json,False,"Says Bernie Sanders wins California landslide, But ⅔ of his votes arent counted.",elections,blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,a headline in the Justice Gazette,"conspiracy, discredit"
7652.json,False,"Gov. Scott Walker (is) more than halfway to (his) 250,000 jobs goal.",jobs,maciver-institute,Think tank,Wisconsin,independent,1.0,0.0,0.0,1.0,1.0,a web posting,conspiracy
13344.json,False,"Recently though, the media has reported on thousands of illegal voters here in the commonwealth.",elections,john-rafferty,State Senator,Pennsylvania,republican,0.0,0.0,0.0,0.0,1.0,a debate.,conspiracy
4388.json,False,Mayor Fung wants to punish our childrens education by removing 12 million dollars from current funding to pay for his private charter school. Your taxes would increase by between 6 and 8 percent per year.,"children,city-budget,deficit,education,state-budget,taxes",richard-tomlins,,Rhode Island,democrat,0.0,0.0,0.0,0.0,1.0,a recorded telephone message to Cranston residents,"conspiracy, emotion"
1155.json,False,"The Department of Veterans Affairs has a manual out there telling our veterans stuff like, 'Are you really of value to your community?' You know, encouraging them to commit suicide.","health-care,veterans",michael-steele,chairman of the Republican National Committee,Maryland,republican,0.0,1.0,1.0,0.0,2.0,a Fox News interview,"conspiracy, emotion"
9524.json,False,"When asked by a reporter whether hes at the center of a criminal scheme to violate campaign laws, Gov. Scott Walker nodded yes.","campaign-finance,legal-issues,campaign-advertising",state-democratic-party-wisconsin,,Wisconsin,democrat,5.0,7.0,2.0,2.0,7.0,a web video,"conspiracy, discredit"
11269.json,False,Denali is the Kenyan word for black power.,environment,viral-image,,,none,5.0,5.0,0.0,3.0,15.0,an image shared on Facebook,"conspiracy, impersonation"
3331.json,False,Unfortunately we have documented instances where people defecated in the (Statehouse) building.,"labor,state-budget",tom-niehaus,President of the Ohio Senate,Ohio,republican,0.0,0.0,0.0,0.0,1.0,interviews with reporters,conspiracy
12996.json,False,The number of illegal immigrants could be 3 million. It could be 30 million.,immigration,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"a speech in Phoenix, Ariz.",conspiracy
13251.json,False,Says he won the second debate with Hillary Clinton in a landslide in every poll.,"debates,elections,polls",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a tweet,"conspiracy, emotion"
1066.json,False,ACORN will be a paid partner with the Census Bureau and they will be in charge of going door-to-door and collecting data from the American public.,census,michele-bachmann,Congresswoman,Minnesota,republican,8.0,22.0,6.0,4.0,16.0,an interview with the Washington Times.,Conspiracy
2092.json,False,Sixty percent of the Hispanics support the Arizona immigration law,immigration,russell-pearce,,Arizona,republican,0.0,0.0,0.0,0.0,1.0,a CNN interview,conspiracy
2854.json,False,Rebuilding three high schools will benefit 40 percent of Portland Public School students.,education,carole-smith,Portland schools superintendent,Oregon,none,0.0,0.0,0.0,0.0,1.0,a press briefing,"Conspiracy, Discredit"
2821.json,False,"President Obama, Sen. Harry Reid and Rep. Nancy Pelosi passed a $1.2 trillion stimulus bill.",stimulus,george-allen,consultant,Virginia,republican,2.0,8.0,3.0,4.0,1.0,,Conspiracy
3706.json,False,Says people in Africa literally walk two and three hundred miles in order to vote.,elections,mike-bennett,State Senator,Florida,republican,0.0,0.0,0.0,0.0,1.0,comments made on the Senate floor.,"conspiracy, emotion"
12398.json,False,"Says Donald Trump said of women, And you can tell them to go f--- themselves.",women,priorities-usa-action,,,democrat,3.0,1.0,4.0,2.0,1.0,a television ad,"Emotion, Trolling"
2690.json,False,"The Taliban has been there for years and years, I mean, hundreds of thousands of years.","afghanistan,terrorism",kendrick-meek,,Florida,democrat,2.0,6.0,1.0,4.0,1.0,a debate,conspiracy
6821.json,False,"(Barack Obama) says hes going to reduce the long-term debt and deficit by $4 trillion, doesnt say how hes going to do it.","debt,deficit",chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,an interview on NBC’s “Meet The Press”,conspiracy
4495.json,False,President Obama has the lowest public approval ratings of any president in modern times.,"history,polls",michele-bachmann,Congresswoman,Minnesota,republican,8.0,22.0,6.0,4.0,16.0,a Republican presidential debate in Orlando,"conspiracy, discredit"
1103.json,False,"John Holdren, director of the White House Office of Science and Technology Policy, has proposed forcing abortions and putting sterilants in the drinking water to control population.","abortion,pundits",glenn-beck,,,none,5.0,7.0,7.0,2.0,6.0,his TV program,"conspiracy, discredit"
4105.json,False,Says state Sen. Sheila Harsdorf wants to eliminate Medicare as we know it.,"medicare,retirement",shelly-moore,Teacher,Wisconsin,democrat,0.0,0.0,0.0,0.0,1.0,a campaign flier,"conspiracy, discredit"
9051.json,False,"Says President Barack Obama told a room of students, Children, every time I clap my hands together, a child in America dies from gun violence, and then a child told him he could solve the problem by not clapping any more.",guns,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain email,"conspiracy, emotion"
9507.json,False,NASA scientists fudged the numbers to make 1998 the hottest year to overstate the extent of global warming.,"climate-change,environment",steve-doocy,"Co-host of Fox New Channel's ""Fox and Friends""",New York,journalist,0.0,2.0,0.0,0.0,1.0,"a broadcast of ""Fox and Friends.""","conspiracy, discredit"
6684.json,False,This would be the largest casino in the United States.,gambling,its-still-bad-idea,,Oregon,organization,0.0,0.0,0.0,1.0,1.0,a campaign press event,conspiracy
2652.json,False,Says Rick Perry recently said he wanted another (Texas) business tax.,"state-budget,taxes",kathie-glass,lawyer,Texas,libertarian,0.0,0.0,0.0,0.0,2.0,a debate.,conspiracy
11764.json,False,Wisconsin dropped from second in the country to 41st among states where more than half the students took the ACT exam.,"children,education,state-budget,states",state-democratic-party-wisconsin,,Wisconsin,democrat,5.0,7.0,2.0,2.0,7.0,a news release,conspiracy
7876.json,False,"Says At age 76 when you most need it, you are not eligible for cancer treatment under Affordable Care Act.","health-care,medicare",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain email,conspiracy
